# ---
# domain: SConstRange
# op: PopCount
# arity: 1
# seed: null
# lbw: []
# mbw:
# - [8, 10]
# - [16, 21]
# - [32, 191]
# - [64, 113]
# - [128, 2]
# hbw: []
# ---
bw	arg_0	ideal	count
32	[655, 657]	[3, 6]	2
32	[513, 639]	[2, 8]	2
32	[514, 640]	[2, 8]	2
32	[512, 512]	[1, 1]	2
32	[512, 4096]	[1, 12]	2
32	[1, 256]	[1, 8]	2
32	[32, 32]	[1, 1]	2
32	[-4, -4]	[30, 30]	2
32	[-2147483648, -1]	[1, 32]	2
32	[-2147483648, -2]	[1, 31]	2
32	[0, 24]	[0, 4]	2
32	[16, 32768]	[1, 15]	2
32	[-32768, 0]	[0, 32]	2
32	[1, 32767]	[1, 15]	2
32	[1, 134217727]	[1, 27]	2
32	[-54, 2147483599]	[0, 32]	2
32	[0, 120]	[0, 6]	2
32	[1, 2147483645]	[1, 30]	2
32	[1, 2147483646]	[1, 30]	2
32	[33, 65]	[1, 6]	2
32	[3, 4]	[1, 2]	2
32	[16, 16]	[1, 1]	2
32	[64, 65536]	[1, 16]	2
32	[0, 65536]	[0, 16]	2
32	[2, 65535]	[1, 16]	2
32	[8, 65535]	[1, 16]	2
32	[0, 477218588]	[0, 28]	2
32	[0, 858993459]	[0, 29]	2
32	[-2147483648, 36]	[0, 32]	2
32	[-2147483648, 2147483639]	[0, 32]	1
32	[-127, 2147483647]	[0, 32]	1
32	[64, 64]	[1, 1]	1
32	[-2147483647, 64]	[0, 32]	1
32	[0, 2147483646]	[0, 30]	1
32	[-176, 79]	[0, 32]	1
32	[-2147483648, 255]	[0, 32]	1
32	[-2, -2]	[31, 31]	1
32	[-3, -2]	[31, 31]	1
32	[-5, -2]	[30, 31]	1
32	[0, 2097151]	[0, 21]	1
32	[0, 134217727]	[0, 27]	1
32	[4, 4]	[1, 1]	1
32	[4, 8]	[1, 3]	1
32	[2, 536870912]	[1, 29]	1
32	[2, 1073741825]	[1, 30]	1
32	[101, 101]	[4, 4]	1
32	[101, 129]	[1, 7]	1
32	[7, 7]	[3, 3]	1
32	[65, 65]	[2, 2]	1
32	[65, 129]	[1, 7]	1
32	[-536870911, 536870912]	[0, 32]	1
32	[17, 17]	[2, 2]	1
32	[4, 32]	[1, 5]	1
32	[0, 126]	[0, 6]	1
32	[0, 8191]	[0, 13]	1
32	[8, 127]	[1, 7]	1
32	[0, 8388607]	[0, 23]	1
32	[-1, -1]	[32, 32]	1
32	[8, 16777215]	[1, 24]	1
32	[128, 128]	[1, 1]	1
32	[0, 36863]	[0, 15]	1
32	[-2147483648, 4]	[0, 32]	1
32	[-2147483647, 4]	[0, 32]	1
64	[-9223372036854775808, 9223372036854775807]	[0, 64]	76368
64	[-1, 9223372036854775807]	[0, 64]	3455
64	[0, 9223372036854775807]	[0, 63]	1455
64	[0, 72340172838076673]	[0, 56]	160
64	[0, 4294967295]	[0, 32]	150
64	[-2147483648, 2147483647]	[0, 64]	136
64	[1, 9223372036854775807]	[1, 63]	108
64	[0, 65535]	[0, 16]	84
64	[0, 72057594037927935]	[0, 56]	68
64	[0, 255]	[0, 8]	62
64	[1, 4294967295]	[1, 32]	55
64	[8, 8]	[1, 1]	42
64	[0, 0]	[0, 0]	36
64	[0, 6148914691236517205]	[0, 62]	36
64	[1, 8]	[1, 3]	32
64	[1, 2305843009213693951]	[1, 61]	32
64	[1, 1]	[1, 1]	27
64	[0, 2305843009213693951]	[0, 61]	24
64	[0, 3074457345618258602]	[0, 61]	22
64	[0, 15]	[0, 4]	21
64	[0, 4611686018427387903]	[0, 62]	20
64	[65536, 4194304]	[1, 22]	19
64	[0, 3]	[0, 2]	18
64	[1, 8070450532247928832]	[1, 62]	18
64	[4, 8]	[1, 3]	16
64	[1, 2]	[1, 1]	16
64	[1, 3]	[1, 2]	16
64	[1, 4294967296]	[1, 32]	16
64	[0, 65522]	[0, 15]	14
64	[0, 36028797018963967]	[0, 55]	14
64	[0, 281474976710655]	[0, 48]	12
64	[1, 3264]	[1, 11]	12
64	[0, 44]	[0, 5]	10
64	[0, 1]	[0, 1]	10
64	[0, 64]	[0, 6]	10
64	[1, 6148914691236517205]	[1, 62]	10
64	[0, 61440]	[0, 15]	10
64	[0, 768]	[0, 9]	10
64	[0, 2049638230412172401]	[0, 60]	10
64	[0, 3689348814741910323]	[0, 61]	10
64	[0, 256]	[0, 8]	9
64	[0, 65536]	[0, 16]	8
64	[2, 9223372036854775807]	[1, 63]	8
64	[1, 255]	[1, 8]	7
64	[-1152921504606846976, 1152921504606846975]	[0, 64]	7
64	[1, 131072]	[1, 17]	7
64	[2, 4294967295]	[1, 32]	6
64	[-4611686018427387904, 4611686018427387903]	[0, 64]	6
64	[4, 4]	[1, 1]	6
64	[64, 4294967359]	[1, 32]	6
64	[1, 31]	[1, 5]	6
64	[0, 8]	[0, 3]	6
64	[0, 805306370]	[0, 29]	6
64	[0, 224]	[0, 7]	5
64	[128, 128]	[1, 1]	4
64	[0, 1048576]	[0, 20]	4
64	[1, 9007199254740992]	[1, 53]	4
64	[1, 224]	[1, 7]	4
64	[0, 32]	[0, 5]	4
64	[1, 16]	[1, 4]	4
64	[8, 16]	[1, 4]	4
64	[1, 16384]	[1, 14]	4
64	[0, 1073741823]	[0, 30]	4
64	[-1, -1]	[64, 64]	4
64	[-268435456, 268435455]	[0, 64]	4
64	[0, 9223372036854775806]	[0, 62]	4
64	[128, 9007199254741118]	[1, 53]	3
64	[0, 288230376151711743]	[0, 58]	3
64	[-2147483648, 255]	[0, 64]	3
64	[0, 2]	[0, 1]	3
64	[0, 4294967288]	[0, 31]	3
64	[0, 72057594037927934]	[0, 55]	3
64	[1, 4294967294]	[1, 31]	3
64	[0, 18014398509481983]	[0, 54]	3
64	[65536, 2097152]	[1, 21]	3
64	[1, 16777216]	[1, 24]	3
64	[16, 4194304]	[1, 22]	3
64	[0, 921600]	[0, 19]	3
64	[512, 4294967295]	[1, 32]	2
64	[-1152921504606846975, 5764607523034234879]	[0, 64]	2
64	[1, 15]	[1, 4]	2
64	[4084, 65522]	[1, 15]	2
64	[0, 1537228672809129300]	[0, 60]	2
64	[2, 2]	[1, 1]	2
64	[1, 1073741823]	[1, 30]	2
64	[1, 61440]	[1, 15]	2
64	[1, 768]	[1, 9]	2
64	[1, 64]	[1, 6]	2
64	[1, 16777215]	[1, 24]	2
64	[0, 16777215]	[0, 24]	2
64	[0, 4294967296]	[0, 32]	2
64	[32, 32]	[1, 1]	1
64	[512, 4096]	[1, 12]	1
64	[32768, 32768]	[1, 1]	1
64	[1, 4611686018427387904]	[1, 62]	1
64	[1, 2147483647]	[1, 31]	1
64	[0, 2147483647]	[0, 31]	1
64	[1, 65535]	[1, 16]	1
64	[0, 16]	[0, 4]	1
64	[0, 1537228672809129296]	[0, 60]	1
64	[-2, -2]	[63, 63]	1
64	[16, 16]	[1, 1]	1
64	[16384, 16384]	[1, 1]	1
64	[0, 8589934591]	[0, 33]	1
64	[4, 64]	[1, 6]	1
64	[0, 31]	[0, 5]	1
64	[16, 4294967295]	[1, 32]	1
64	[-9223372036854775807, 9223372036854775807]	[0, 64]	1
64	[8, 128]	[1, 7]	1
64	[1, 1431655765]	[1, 30]	1
64	[1, 858993459]	[1, 29]	1
64	[1, 477218588]	[1, 28]	1
64	[-2147483647, 2147483648]	[0, 64]	1
128	[-170141183460469231731687303715884105728, 170141183460469231731687303715884105727]	[0, 128]	30
128	[0, 170141183460469231731687303715884105727]	[0, 127]	1
