# ---
# domain: SConstRange
# op: CountLZeroUndef
# arity: 1
# seed: null
# lbw: []
# mbw:
# - [8, 1]
# - [16, 7]
# - [32, 219]
# - [64, 351]
# - [128, 1]
# hbw: []
# ---
bw	arg_0	ideal	count
64	[1, 7]	[61, 63]	37
64	[1, 9007199254740992]	[10, 63]	36
64	[-2147483640, 2147483655]	[0, 63]	36
64	[0, 2305843009213693951]	[3, 63]	33
64	[1, 4503599627370496]	[11, 63]	33
64	[-76861433640456465, 76861433640456465]	[0, 63]	31
64	[-1, 4294967294]	[0, 63]	29
64	[0, 34359738360]	[29, 63]	29
64	[1, 2]	[62, 63]	28
64	[0, 1152921504606846975]	[4, 63]	27
64	[0, 8070450532247928831]	[1, 63]	27
64	[16, 8589934596]	[30, 59]	27
64	[65, 2147483647]	[33, 57]	27
64	[1, 255]	[56, 63]	26
64	[8193, 28671]	[49, 50]	24
64	[0, 9223372036854775807]	[1, 63]	23
64	[-96076792050570581, 96076792050570581]	[0, 63]	22
64	[1, 95]	[57, 63]	21
64	[1, 256]	[55, 63]	20
64	[1, 499]	[55, 63]	19
64	[1, 4611686018427387903]	[2, 63]	19
64	[0, 1]	[63, 63]	18
64	[1, 4294967294]	[32, 63]	18
64	[-1, 16383]	[0, 63]	18
64	[-64051194700380387, 64051194700380387]	[0, 63]	18
64	[-536870912, 536870911]	[0, 63]	18
64	[1, 59]	[58, 63]	18
64	[0, 4503599627370496]	[11, 63]	18
64	[-4294967295, 4294967294]	[0, 63]	18
64	[16, 17179869184]	[29, 59]	17
64	[8, 16383]	[50, 60]	16
64	[1, 13]	[60, 63]	16
64	[4, 9223372036854775805]	[1, 61]	15
64	[2, 1056844712556276392]	[4, 62]	15
64	[-67818912035696880, 67818912035696880]	[0, 63]	15
64	[0, 9223372036854775806]	[1, 63]	15
64	[-1152921504606846976, 499]	[0, 63]	14
64	[3, 65522]	[48, 62]	14
64	[0, 4294967287]	[32, 63]	14
64	[1, 105]	[57, 63]	14
64	[-50127021939428129, 50127021939428129]	[0, 63]	13
64	[-2147483648, 4294967295]	[0, 63]	13
64	[1, 8]	[60, 63]	13
64	[64, 2305843009213693951]	[3, 57]	13
64	[-2147483648, 2147483646]	[0, 63]	13
64	[8, 8]	[60, 60]	12
64	[-46116860184273879, 46116860184273879]	[0, 63]	12
64	[-48, 207]	[0, 63]	12
64	[17, 16777215]	[40, 59]	12
64	[2, 4611686018427387903]	[2, 62]	12
64	[-38430716820228232, 38430716820228232]	[0, 63]	12
64	[-1, 536870911]	[0, 63]	12
64	[3, 2305843009213693950]	[3, 62]	12
64	[1, 21]	[59, 63]	12
64	[1, 119]	[57, 63]	12
64	[1, 129]	[56, 63]	12
64	[1, 1152921504606846975]	[4, 63]	11
64	[0, 4158]	[51, 63]	11
64	[8, 281474976710654]	[16, 60]	11
64	[1, 23]	[59, 63]	11
64	[1, 33]	[58, 63]	11
64	[2, 576460752303423487]	[5, 62]	10
64	[-2199023255553, 4398046510079]	[0, 63]	10
64	[64, 4294967359]	[31, 57]	10
64	[-88686269585142075, 88686269585142075]	[0, 63]	10
64	[-2391244602147534470, 2391244602147534466]	[0, 63]	10
64	[-1537228672809129301, 1537228672809129301]	[0, 63]	10
64	[32769, 8589934575]	[31, 48]	9
64	[2, 2305843009213693950]	[3, 62]	9
64	[-57646075230342348, 57646075230342348]	[0, 63]	9
64	[-904565058010760955, -904565058010760955]	[0, 0]	9
64	[-52405522936674862, 52405522936674862]	[0, 63]	9
64	[1, 83]	[57, 63]	9
64	[1, 215]	[56, 63]	9
64	[1, 225]	[56, 63]	9
64	[1, 603979775]	[34, 63]	9
64	[-1, 131071]	[0, 63]	9
64	[1, 2305843009213693951]	[3, 63]	8
64	[1, 4]	[61, 63]	8
64	[-28120036697727975, 28120036697727975]	[0, 63]	8
64	[-26202761468337431, 26202761468337431]	[0, 63]	8
64	[0, 65536]	[47, 63]	8
64	[1, 576460752303423487]	[5, 63]	8
64	[0, 2]	[62, 63]	8
64	[1, 27]	[59, 63]	8
64	[1, 45]	[58, 63]	8
64	[1, 69]	[57, 63]	8
64	[-28823037615171174, 28823037615171174]	[0, 63]	7
64	[3, 288230376151711743]	[6, 62]	7
64	[0, 1073741823]	[34, 63]	7
64	[64, 9223372036854775807]	[1, 57]	7
64	[3, 9223372036854775805]	[1, 62]	7
64	[1, 65535]	[48, 63]	7
64	[21, 9223372036854775807]	[1, 59]	7
64	[-256204778801521550, 256204778801521550]	[0, 63]	6
64	[-1, 262]	[0, 63]	6
64	[1, 18014398509481983]	[10, 63]	6
64	[8070450532247928832, 8070450532247928832]	[1, 1]	6
64	[-1, 2147483647]	[0, 63]	6
64	[1, 144115188075855871]	[7, 63]	6
64	[-2147483649, 1073741822]	[0, 63]	6
64	[-2410654055087043678, 2410654055087043674]	[0, 63]	6
64	[16, 2147483655]	[32, 59]	6
64	[64, 576460752303423487]	[5, 57]	6
64	[1, 1152921504606846972]	[4, 63]	6
64	[-92233720368547758, 92233720368547758]	[0, 63]	6
64	[-72057594037927936, 72057594037927935]	[0, 63]	6
64	[-14060018348863987, 14060018348863987]	[0, 63]	6
64	[72, 268435512]	[35, 57]	6
64	[-32940614417338485, 32940614417338485]	[0, 63]	5
64	[-1073741824, 1073741823]	[0, 63]	5
64	[-576460752303423488, 499]	[0, 63]	5
64	[1, 281474976710654]	[16, 63]	5
64	[-20226693063278017, 20226693063278017]	[0, 63]	5
64	[-1, -1]	[0, 0]	5
64	[0, 134217727]	[37, 63]	5
64	[-121360158379668102, 121360158379668102]	[0, 63]	5
64	[3, 768614336404564650]	[4, 62]	5
64	[1, 47]	[58, 63]	5
64	[8, 131071]	[47, 60]	5
64	[0, 288230376151711742]	[6, 63]	4
64	[-39755913951960240, 39755913951960240]	[0, 63]	4
64	[1, 2147483647]	[33, 63]	4
64	[8, 127]	[57, 60]	4
64	[0, 8070450532247928832]	[1, 63]	4
64	[3, 2305843009213693951]	[3, 62]	4
64	[3, 1152921504606846975]	[4, 62]	4
64	[1, 9223372036854775806]	[1, 63]	4
64	[4, 4]	[61, 61]	4
64	[-1, 16777215]	[0, 63]	4
64	[16, 34359738360]	[29, 59]	4
64	[-4611686018427387904, 4611686020574871551]	[0, 63]	4
64	[1, 8444249301319679]	[11, 63]	4
64	[-60680079189834051, 60680079189834051]	[0, 63]	4
64	[-36028797018963968, 36028797018963967]	[0, 63]	4
64	[4, 16]	[59, 61]	4
64	[7, 4611686018427387902]	[2, 61]	4
64	[1, 25]	[59, 63]	4
64	[1, 31]	[59, 63]	4
64	[1, 35]	[58, 63]	4
64	[1, 43]	[58, 63]	4
64	[-2147483583, 2147483647]	[0, 63]	4
64	[-2147483648, 0]	[0, 0]	3
64	[-4294967294, 4294967294]	[0, 63]	3
64	[1, 127]	[57, 63]	3
64	[3, 192153584101141162]	[6, 62]	3
64	[8193, 9223372036854775805]	[1, 50]	3
64	[64, 4158]	[51, 57]	3
64	[-2305843009213693952, 499]	[0, 63]	3
64	[1, 16]	[59, 63]	3
64	[1, 288230376151711742]	[6, 63]	3
64	[1, 1220703125]	[33, 63]	3
64	[0, 0]	(bottom)	3
64	[0, 121360158379668102]	[7, 63]	3
64	[-17179869168, 17179869184]	[0, 63]	3
64	[64, 1152921504606846975]	[4, 57]	3
64	[0, 4611686018427387903]	[2, 63]	3
64	[0, 18014398509481983]	[10, 63]	3
64	[-48038396025285290, 48038396025285290]	[0, 63]	3
64	[-26812128014112720, 26812128014112720]	[0, 63]	3
64	[-1, 4194303]	[0, 63]	3
64	[1, 213]	[56, 63]	3
64	[0, 2305843009213693950]	[3, 63]	3
64	[8, 4294967293]	[32, 60]	3
64	[8, 131087]	[46, 60]	3
64	[1, 5]	[61, 63]	3
64	[1, 9]	[60, 63]	3
64	[1, 429496729]	[35, 63]	3
64	[-268435384, 268435520]	[0, 63]	3
64	[1, 230584300921369395]	[6, 63]	2
64	[1, 999999999]	[34, 63]	2
64	[1, 999]	[54, 63]	2
64	[2, 2147483647]	[33, 62]	2
64	[0, 2147483646]	[33, 63]	2
64	[-1152921504606846975, 5764607523034234879]	[0, 63]	2
64	[2, 62]	[58, 62]	2
64	[-384307168202282325, 499]	[0, 63]	2
64	[-2305843009213693951, 2305843009213693951]	[0, 63]	2
64	[0, 1024]	[53, 63]	2
64	[0, 170803185867681033]	[6, 63]	2
64	[1, 2305843009213693950]	[3, 63]	2
64	[12287, 4210687]	[41, 50]	2
64	[1, 99]	[57, 63]	2
64	[-1099511627777, -1]	[0, 0]	2
64	[-2199023255553, -1]	[0, 0]	2
64	[8191, 8070450532247928832]	[1, 51]	2
64	[8193, 16777215]	[40, 50]	2
64	[0, 7205759403792793]	[11, 63]	2
64	[1, 6]	[61, 63]	2
64	[2, 2]	[62, 62]	2
64	[17, 17]	[59, 59]	2
64	[1, 1073741823]	[34, 63]	2
64	[4, 288230376151711743]	[6, 61]	2
64	[31, 4611686018427387903]	[2, 59]	2
64	[1, 461168601842738793]	[5, 63]	2
64	[4, 461168601842738789]	[5, 61]	2
64	[3, 461168601842738789]	[5, 62]	2
64	[10, 10]	[60, 60]	2
64	[1, 9223372036854775805]	[1, 63]	2
64	[3, 2147483647]	[33, 62]	2
64	[-1, 9223372036854775806]	[0, 63]	2
64	[1, 268435459]	[35, 63]	2
64	[0, 65535]	[48, 63]	2
64	[0, 536870911]	[35, 63]	2
64	[-1, 518]	[0, 63]	2
64	[0, 576460752303423487]	[5, 63]	2
64	[4, 2305843009213693950]	[3, 61]	2
64	[32, 576460752303423486]	[5, 58]	2
64	[31, 576460752303423486]	[5, 59]	2
64	[8, 262]	[55, 60]	2
64	[2, 1152921504606846975]	[4, 62]	2
64	[2, 2305843009213693951]	[3, 62]	2
64	[1, 24]	[59, 63]	2
64	[1, 12954174209065698]	[10, 63]	2
64	[0, 288230376151711743]	[6, 63]	1
64	[2, 288230376151711743]	[6, 62]	1
64	[1, 288230376151711741]	[6, 63]	1
64	[1, 999999]	[44, 63]	1
64	[1, 75]	[57, 63]	1
64	[1, 999999999999999999]	[4, 63]	1
64	[1, 666667]	[44, 63]	1
64	[1, 857143]	[44, 63]	1
64	[1, 2147485547]	[32, 63]	1
64	[9, 9]	[60, 60]	1
64	[11, 11]	[60, 60]	1
64	[9, 99]	[57, 60]	1
64	[10, 101]	[57, 60]	1
64	[9, 999]	[54, 60]	1
64	[10, 1001]	[54, 60]	1
64	[2305843009213693951, 2305843009213693951]	[3, 3]	1
64	[-2147483648, 1]	[0, 63]	1
64	[-2147483648, 2]	[0, 63]	1
64	[1, 281474976710143]	[16, 63]	1
64	[1, 4294967293]	[32, 63]	1
64	[1, 262]	[55, 63]	1
64	[1, 536870912]	[34, 63]	1
64	[0, 9]	[60, 63]	1
64	[0, 4294967296]	[31, 63]	1
64	[8207, 8070450532247928832]	[1, 50]	1
64	[1, 170803185867681033]	[6, 63]	1
64	[1, 576460752303423484]	[5, 63]	1
64	[-1, 288230376151711742]	[0, 63]	1
64	[1, 140737488355326]	[17, 63]	1
64	[0, 2048]	[52, 63]	1
64	[-1, 4294967295]	[0, 63]	1
64	[1, 699]	[54, 63]	1
64	[1, 6004799503160661]	[11, 63]	1
64	[1, 7205759403792793]	[11, 63]	1
64	[1111, 1111]	[53, 53]	1
64	[3, 1073741823]	[34, 62]	1
64	[2097151, 2097151]	[43, 43]	1
64	[-2199023255553, 2199023254527]	[0, 63]	1
64	[142, 142]	[56, 56]	1
64	[-2147483647, 2147483648]	[0, 63]	1
64	[1, 9223372036854775]	[10, 63]	1
64	[1, 9223372036855]	[20, 63]	1
64	[1, 9223372037]	[30, 63]	1
64	[1, 15]	[60, 63]	1
64	[-658812288346769700, 658812288346769699]	[0, 63]	1
64	[0, 2147483647]	[33, 63]	1
64	[4, 1152921504606846975]	[4, 61]	1
64	[1, 2147483646]	[33, 63]	1
64	[1, 384307168202282324]	[5, 63]	1
64	[0, 384307168202282324]	[5, 63]	1
64	[-1317624576693539401, 1317624576693539399]	[0, 63]	1
64	[64, 384307168202282325]	[5, 57]	1
64	[-480, 2079]	[0, 63]	1
64	[-1, 461168601842738789]	[0, 63]	1
64	[9007199254740992, 4611686018427387903]	[2, 10]	1
64	[1, 4611686020574871551]	[1, 63]	1
64	[1, 562949953421311]	[15, 63]	1
64	[8, 4096]	[51, 60]	1
64	[1, 384307168202282325]	[5, 63]	1
64	[-2, 4294967293]	[0, 63]	1
64	[4, 4294967295]	[32, 61]	1
64	[4294967296, 4294967296]	[31, 31]	1
64	[2, 4294967296]	[31, 62]	1
64	[1, 984]	[54, 63]	1
64	[-4294967295, 281474976710654]	[0, 63]	1
64	[8, 518]	[54, 60]	1
64	[8, 4611686018427387902]	[2, 60]	1
64	[2, 1152921504606846974]	[4, 62]	1
64	[1, 1152921504606846974]	[4, 63]	1
64	[1, 8191]	[51, 63]	1
64	[1, 8192]	[50, 63]	1
64	[1, 288230376151711747]	[5, 63]	1
64	[5, 288230376151711742]	[6, 61]	1
64	[4, 288230376151711742]	[6, 61]	1
64	[1, 21474855]	[39, 63]	1
64	[0, 4]	[61, 63]	1
64	[1, 768614336404564650]	[4, 63]	1
128	[-170141183460469231731687303715884105728, 170141183460469231731687303715884105727]	[0, 127]	1
